source_type,raw_text,language,event_date,label_gpt
stackoverflow,"i'm trying to create a spa based react website with vite, but nothing is rendering, the page just shows a blank page. how can i fix my vite config?",javascript,2024,web frontend
stackoverflow,"how can i split on more than one different char, while retaining the char, but also not on white space?",perl,2024,developer tools
stackoverflow,why is command completion on neovim command line ignored with vim.api.nvim_set_keymap but working fine with vim.keymap.set?,lua,2023,developer tools
stackoverflow,how to keep consistent colors (set by theme) in r markdown document across multiple ggplot2 plots for discreet variable with changing set of levels,r,2023,data_ai
stackoverflow,how can i configure microsoft.identity.web asp.net core package to use a managed identity assertion credential instead of a client secret?,c#,2025,web backend
stackoverflow,is it possible to create a l2cap connection oriented channel between an android app and a ble peripheral without using gatt,kotlin,2025,mobile
stackoverflow,"strange relative paths containing ""*0\0"" or ""*1\0"" cutting off the first 3 characters of path while working with blender, assimp.net and fbx files",c#,2024,embedded
stackoverflow,"i'm using react-router-dom v6. to adjust the scroll position after page is moved, i used scrollrestoration. i'm curious about where to use this",typescript,2024,web frontend
stackoverflow,conversion from base64 public key data to seckey and convert back from seckey to public key data are not the same. how can i resolve this?,swift,2023,security
stackoverflow,saving game with google play game services gives error saying cannot use snapshots without enabling the 'saved game' feature in the play console,kotlin,2024,game
stackoverflow,does laravel automatically process the accept headers such that it chooses the best route to match the response format if there are multiple?,php,2023,web backend
stackoverflow,"kotlin version issues: the binary version of its metadata is 1.8.0, expected version is 1.6.0. not working by changing the version in build.gradle","java, kotlin",2023,developer tools
stackoverflow,validation error when trying to apply a custom resource to a cluster: required field is empty even though it is part of an optional parent object,go,2023,devops_cloud
stackoverflow,"everything is utf8mb4_unicode_ci but getting illegal mix of collations (utf8mb4_unicode_ci,implicit) and (utf8_general_ci,coercible) for operation '='",php,2023,data_ai
stackoverflow,classcastexception when using viewmodelprovider.factory in release build after r8 obfuscation (works fine in debug),kotlin,2025,testing_qa
stackoverflow,flutter gradle and build fails with “unresolved reference: filepermissions” and other kotlin errors in flutterplugin.kt,"java, kotlin",2025,mobile
stackoverflow,"error ""application provided invalid, non monotonically increasing dts to muxer in stream 1: 6874 >= 6874"" while writing encoded output to an mp4 file",c,2023,testing_qa
stackoverflow,"how do i fix ""error: invalid arguments: global or feerecipient, associatedbondingcurve, associateduser, not provided""?",typescript,2025,developer tools
stackoverflow,"how can i convert a string that is formatted like a table, into a table?",lua,2024,developer tools
stackoverflow,"using ccs, timer.h params are red, do i have a version problem? dependency problem? not sure where to look for solutions",c,2024,embedded
stackoverflow,"hubspot-api-php associate a contact to a company error: invalid input json on line 1, column 1: cannot deserialize value of type",php,2024,web backend
stackoverflow,"what type can the result of calloc be assigned to, a pointer to an array, a pointer to the type contained within the array, or either?",c,2023,developer tools
stackoverflow,reproducing complex sas `proc mixed` specification in r `nlme::lme()` with random effects and correlation structure,r,2025,data_ai
stackoverflow,nghttp2_option_set_no_rfc9113_leading_and_trailing_ws_validation could not be located in the dynamic link library php-8.3.4\ext\php_curl.dll,php,2024,web backend
stackoverflow,what kind of implementation can i use for a static associative array on a vintage system with very limited resources?,c,2025,embedded
stackoverflow,"using perl regex, how can i capture the position of the hyphens in a hyphenated word?",perl,2025,developer tools
stackoverflow,"php 7.2 + sqlsrv + string(237) ""sqlstate[imssp]: this extension requires the microsoft odbc driver for sql server to communicate with sql server",php,2023,web backend
stackoverflow,perl / undefined value as a hash reference when running snmp queries,perl,2024,embedded
stackoverflow,delaying lua function so it runs after neovim has successfully launched,lua,2023,embedded
stackoverflow,android studio kotlin error caused by: org.jetbrains.kotlin.gradle.tasks.compilationerrorexception: compilation error. see log for more details,kotlin,2023,mobile
stackoverflow,what is the idiomatic way to have a member function of a template class with a declaration valid only if the template argument satisfies some concept?,c++,2024,developer tools
stackoverflow,c# application gets stuck by a blocked serial connection due to arduino board having an internal exception after an established com port connection,"c++, c#",2024,embedded
stackoverflow,"tbl_summary, is there a way to compare categorical data by row as well as column? (fisher's exact test; pearson's chi-squared test)",r,2023,data_ai
stackoverflow,getting error when creating new rails project: uninitialized constant activesupport::loggerthreadsafelevel::logger (nameerror),ruby,2025,web backend
stackoverflow,why are the form params not getting passed on to the end point through the apache handler?,perl,2023,web backend
stackoverflow,"i was able to make it so that the splash screen only plays when page loads first, but now it doesn't load after i close the page. any way to fix it?",javascript,2023,web frontend
stackoverflow,"why my mui's textfield is rendering the emoji selected using ""emoji-picker-react"" as [object object] instead of actual emoji (how to resolve it)?",javascript,2023,web frontend
stackoverflow,javax.net.ssl.sslhandshakeexception: (certificate_unknown) in scala client via nginx,scala,2025,security
stackoverflow,fatal error: 'try!' expression unexpectedly raised an error: swiftdata.swiftdataerror(_error: swiftdata.swiftdataerror._error.loadissuemodelcontainer),swift,2024,mobile
stackoverflow,can you somehow grab a value from a register and put it into a c variable in c with the asm keyword for arm64 macos assembly?,c,2025,embedded
stackoverflow,"react-native with expo: shows ""cannot find module 'xyz' or its corresponding type declarations."" when importing a custom constant view","typescript, javascript",2024,mobile
stackoverflow,"why do we need to import react from ""react"" in the file having extension .jsx? it seems there is no difference between the .jsx and .js extensions.?",javascript,2023,web frontend
stackoverflow,why won't lua 5.4 load a module from the current directory by default?,lua,2024,developer tools
stackoverflow,perl::tidy: how to always place closing parenthesis on a new line for multiline function calls?,perl,2025,developer tools
stackoverflow,"why do std::vector<t> v{1, 2, 3} and std::vector<t> v = {1, 2, 3} call different constructors, when t implicitly converts from int?",c++,2025,developer tools
stackoverflow,read in all excel files from folder and create separate datasets for each excel file by merging sheets together,r,2025,data_ai
stackoverflow,how to set keybindings to execute python files in neovim using the built-in terminal?,"lua, python",2023,developer tools
stackoverflow,"lua os.getenv(""uid"") returns `nil` but environment variable it's already set",lua,2024,embedded
stackoverflow,behavioral difference between constructing a `nef_polyhedron_3` directly from off file and constructing from a `polyhedron_3` built from the same file,c++,2024,embedded
stackoverflow,for macos flutter app getting error 'apns token has not been set yet. please ensure the apns token is available by calling `getapnstoken()`',dart,2024,mobile
stackoverflow,fatal exception: com.google.android.gms.tasks.runtimeexecutionexception: com.google.firebase.firestore.firebasefirestoreexception: permission_denied,"java, kotlin",2023,mobile
stackoverflow,how to set the two types of authentication for airflow: auth_ldap and auth_db? if airflow can't find an user in auth_ldap it has to search in auth_db,python,2023,devops_cloud
stackoverflow,"issues with ""`glibc_2.32' and `glibc_2.34' not found"" when installing coursier as per scala 'getting started' official instructions",scala,2023,developer tools
stackoverflow,"unable to add security token for identity, token uri =http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-username-token-profile-1.0#usernametoken",java,2023,security
stackoverflow,tauri + expectrl pty: interactive cli freezes when waiting for input (read thread holds mutex) — how to do concurrent read/write safely?,rust,2025,developer tools
stackoverflow,passing argument of non-sendable type '(any urlsessiontaskdelegate)?' outside of main actor-isolated context may introduce data races,swift,2024,mobile
stackoverflow,"symfony 5+ login link feature, how to redirect after successful authentication without using custom handler",php,2025,web backend
stackoverflow,"callback methods with protobeforeserialization/protoafterdeserialization donot work in protobuf-net 3.2.26, even when assigned explicitly to metatype",c#,2025,developer tools
stackoverflow,"in scala 3 with dot calculus, is `this.type` a path-dependent type? what makes it special?",scala,2023,developer tools
stackoverflow,function to read a directory's files and reports the number of completely observed cases in each file. however nobs remain constant,r,2024,data_ai
stackoverflow,why do these lua array initialization constructs have differing semantics?,lua,2025,developer tools
stackoverflow,"why does vs code's c/c++ extension intellisense ""forget"" default system include paths when i define other include paths?","c++, c",2023,developer tools
stackoverflow,how to properly import a modular js library in rails using importmap (case date-fns)?,"ruby, javascript",2025,web frontend
stackoverflow,"why does the random access property of iota_view depend on the element type? and how to write a foo such that iota(foo{1}, foo{10}) is random-access?",c++,2023,embedded
stackoverflow,laravel 11 - i want to create dynamic routing for multi level access but without passing the same parameter each time,php,2024,web backend
stackoverflow,weird tie behaviour with cgi after upgrade from fedora 39 to 41,perl,2025,devops_cloud
stackoverflow,"module was compiled with an incompatible version of kotlin. the binary version of its metadata is 1.9.0, expected version is 1.6.0 in flutter android",kotlin,2023,mobile
stackoverflow,'get' on proxy: property 'items' is a read-only and non-configurable data property on the proxy target but the proxy did not return its actual value,javascript,2023,data_ai
stackoverflow,i want to make dynamic blog details page using next.js 15 app routing and it should be ssr compatible so better for seo and i am getting below error,typescript,2024,web frontend
stackoverflow,"using c#, how do i save string to clipboard in titled hyperlink format and link preview format so that new outlook pastes as link with title?",c#,2025,developer tools
stackoverflow,i have intergrated daraja api with by booking app coded in java but in payments page it toasts an error message error:failed to initiate payment,java,2024,web backend
stackoverflow,"why do i keep on getting ""typeerror: cannot read properties of undefined (reading 'matches')"" when running a simple test on react testing library?",javascript,2023,testing_qa
stackoverflow,why can i not encode scalapb `toprotostring` into a qr code and decode it again?,scala,2025,data_ai
stackoverflow,how to override/update kong-rockspec file to change version of a dependency?,lua,2024,developer tools
stackoverflow,"runtimeerror: the current flask app is not registered with this 'sqlalchemy' instance. did you forget to call 'init_app', or did you create multiple",python,2023,web backend
stackoverflow,is it possible to create dimensional olap tables and an etl process within an existing oltp postgres database?,go,2024,data_ai
stackoverflow,"diffprotect: how to fix ""no module named 'numpy.lib.function_base'"" when loading pytorch lightning model from 2023 checkpoint in google colab?",python,2025,data_ai
stackoverflow,sles 15 sp6 - problem with passbolt-installation - error: unable to bind listening socket for address '/run/php-fpm/www.sock': permission denied (13),php,2024,devops_cloud
stackoverflow,an interface with side effects failed in some way not directly related to `mallctl*()` read/write processing,rust,2024,embedded
stackoverflow,"how do i avoid a ""x509: certificate signed by unknown authority"" when doing a ""go get download"" from an alpine container?",go,2023,devops_cloud
stackoverflow,"sbt how to use shading to ensure aws library uses old version of netty, while project uses latest?",scala,2023,devops_cloud
stackoverflow,"i use near view with a contract method and get a methodnotfound error, but the contract was deployed successfully",rust,2024,blockchain
stackoverflow,"how can i loop thru combo boxes and set the value? my code produces the error ""an error occurred: 'str' object has no attribute 'set' """,python,2025,developer tools
stackoverflow,"error when using web3.js with vite and typescript in a react.js project: ""module 'events' has been externalized for browser compatibility""",typescript,2023,web frontend
stackoverflow,"a compilation error while using builtin func ""max"" with go 1.22.1 : ""invalid operation: invalid use of ... with built-in max""",go,2024,developer tools
stackoverflow,react native secure keystore: how to check react-native strongbox support and store(hardware-backed) secure keys(sensitive data) in android platform,kotlin,2025,mobile
stackoverflow,"what is causing this ""uncaught typeerror: cannot read properties of undefined (reading 'provides')"" while upgrading project from vuetify 2.x to 3.x?",typescript,2023,web frontend
stackoverflow,how to write to different output file from given condition in template toolkit,perl,2024,developer tools
stackoverflow,"asio continuously send requests to and get responses from the server over tcp using asio::async_write, asio::async_read, and asio::async_read_until",c++,2024,web backend
stackoverflow,"given (&str, &str), what is an efficient way to look up its entry from a hashmap whose key is (string, string)?",rust,2023,data_ai
stackoverflow,"if value of a hash map is also a hash container, e.g., unordered_map<int, unordered_set<...>>, how to specify customized hash & equal for the value?",c++,2024,developer tools
stackoverflow,android studio (intelli j) keeps thinking dart pub get has not been run in dart pub workspace / debugger not working,dart,2025,mobile
stackoverflow,"how to fix ""paths[0]"" argument must be of type string. received an instance of array"" error when introducing mustache partials with expressjs?",javascript,2024,web backend
stackoverflow,"i can't bypass the system.argumentexception: '.net number values such as positive and negative infinity cannot be written as valid json.""",c#,2025,developer tools
stackoverflow,"in gradle kts, how to fix the error ""plugin requests from precompiled scripts must not include a version number.""",kotlin,2025,developer tools
stackoverflow,flutter 3.35.2: what is the replacement for deprecated groupvalue and onchanged in radio widget?,dart,2025,mobile
stackoverflow,is it possible to have a list of pointers to member functions of one class as a member in another class where these functions will be called?,c++,2023,embedded
stackoverflow,why can't i embed a g modifier within a regex pattern?,perl,2025,embedded
stackoverflow,corneraccessory widgets / complications look different on different watch faces - how can i recognize that in code?,swift,2025,mobile
stackoverflow,is there an r function that allows you to extract a single digital from a numeric variable regardless of its location (not just first or last digit?,r,2024,data_ai
stackoverflow,"in lua, why is this example (from programming in lua 1st edition) true?",lua,2025,developer tools
stackoverflow,i need help modifying this php function to support nested ifs when transforming a string excel-type formula to a valid php ternary expression,php,2025,web backend
stackoverflow,in rust is it possible to have an allocator such that a vec<arc<[usize]>> stores the arcs in contiguous memory,rust,2025,embedded
stackoverflow,roblox studio lua: detecting with water reduces health. how to make it stop when out of water,lua,2024,game
stackoverflow,"pip install from aws codeartifact errors with 'no matching distribution found' when running in a docker build in a jenkins pipeline, but works locally",python,2023,devops_cloud
stackoverflow,creating python module from fortan using cmake and make yields no errors but importing module in python fails due to undefined symbol,"c, python",2024,embedded
stackoverflow,client-go: watch.retrywatcher: how to obtain a stream of resource changes with monotonically increasing resource versions?,go,2023,devops_cloud
stackoverflow,"my code is running smooth on vscode (mac). when on linux, i am notified of seg-faults and error messages, but i can't see what they are. what's wrong?",c,2023,developer tools
stackoverflow,trying to work with mpi but it outputs 'the batch file cannot be found' in cmd when i debug the file in visual studio 2010,c,2024,developer tools
stackoverflow,forming 'unsaferawpointer' to a variable of type '[t]'; this is likely incorrect because 't' may contain an object reference,swift,2024,embedded
stackoverflow,how to configure a multi-module apache maven project to use a checkstyle config project that consists of multiple xml files that reference each other?,java,2023,developer tools
stackoverflow,my app crashes when i try to update my collectionviewlayout using collectionview.setcollectionviewlayout method on ios 14.1 but works fine on ios 16,swift,2023,mobile
stackoverflow,how to insert create document into elasticsearch using the perl client that contains a nested schema,perl,2023,data_ai
stackoverflow,forcats & dplyr_ how to order the columns-specific levels of factors by alphabetical order in a fast and tidy way?,r,2025,data_ai
stackoverflow,"how to solve ""org.koin.core.error.instancecreationexception: could not create instance for '[singleton:']'"" in kotlin multiplaform",kotlin,2024,developer tools
stackoverflow,"sql server does not allow cycles with on delete on foreign keys, causing problems with the database first and code first entity framework approaches",c#,2024,data_ai
stackoverflow,getting log: certificate type [undefined] configured from keystore [c:\.....\systemprofile\.keystore] using alias [alias_name] with trust store [null],java,2025,security
stackoverflow,"is there a way to specify tsx attribute types on derived classes, which may have conflicting attribute sets, without using constructors?",typescript,2025,developer tools
stackoverflow,why a string assignment operation result in double memory usage in perl,perl,2024,developer tools
stackoverflow,"how to create a macro that declares a variable, declares a variable for its previous value, and copies variable to previous value?",c++,2025,developer tools
stackoverflow,trying to build golang package ending up with gcc compilation segfault on as --gdwarf-5,go,2025,web backend
stackoverflow,have only 2 classes but why am i getting valueerror: target is multiclass but average = 'binary'. please choose another average setting,python,2025,testing_qa
stackoverflow,activerecord::connectionnotestablished tries local postgresql socket instead of heroku db,ruby,2025,web backend
stackoverflow,"in r, why are the arguments for the bias() function from simdesign input ""actual_temp"" followed by ""predicted_temp"", and not the other way around?",r,2023,data_ai
stackoverflow,"html & js - input type=date - trying to configure input type date to restrict the user from selecting days after, or more than 90 before current date",javascript,2023,web frontend
stackoverflow,mbedtls: does mbedtls_gcm_auth_decrypt output have the same length as input after decryption? why/does it need an extra 8 trailing bytes during?,c,2024,embedded
stackoverflow,android gradle convention plugin: build type configurations not created when build types are defined in module's build.gradle.kts,kotlin,2025,mobile
stackoverflow,"r - recieving error ""geom_line() can't have varying colour, linewidth along the line when linetype isn't solid"" when i try to split by colour & lty",r,2023,data_ai
stackoverflow,"err only plain objects, and a few built-ins, can be passed to client components from server components. classes or null prototypes are not supported","typescript, javascript",2024,web frontend
stackoverflow,will updating a single property in a deeply nested react redux state cause re-renders for all components that subscribe to parts of that state?,javascript,2025,web frontend
stackoverflow,"when use the conversion filters convert.base64-encode between php://filter and data://, data loss may occur in versions up to php7",php,2025,web backend
stackoverflow,"unable to poll for events using crossterm when spawned as a nodejs child process: ""failed to initialize input reader""",rust,2024,web backend
stackoverflow,"in a go template, how to add a line with a string value only if that value is non-empty?",go,2025,developer tools
stackoverflow,how to split a line in csv with multiple delimiters into different hashes?,perl,2023,data_ai
stackoverflow,perl mojolicious: limiting concurrency with async/await and all_settled,perl,2023,web backend
stackoverflow,"traitcollectiondidchange not called on scheduled appearance (dark mode / light mode) change (e.g. at sunset / sunrise, or custom schedule)",swift,2023,mobile
stackoverflow,"why in the richtextbox the length of string.join(environment.newline, lines) is equal to 20 after to add tab in the following example (attached code)",c#,2024,developer tools
stackoverflow,bitwise division in c : programme seems to work for other numbers but when the divisor is 0 it returns 11 for no apparent reason,c,2025,embedded
stackoverflow,how to access specific intermediate table in case of multiple manytomany relationships in laravel eloquent relationship,php,2024,web backend
stackoverflow,perl: decreasing string length increases memory use in array of strings,perl,2024,data_ai
stackoverflow,unable to create a 'dbcontext' of type 'appdbcontext'. the exception 'object reference not set to an instance of an object.' was thrown,c#,2025,web backend
stackoverflow,perl script to merge lines into a single line between two patterns and print the entire file,perl,2023,developer tools
stackoverflow,"error loading wasm module: [typeerror: webassembly.instantiate(): import #0 module=""go"" error: module is not an object or function]",go,2024,web frontend
stackoverflow,"workmanager networktype.connected constraint met even if i disabled internet connectivity, while using vpn apps causing unexpected retry scheduling","java, kotlin",2023,mobile
stackoverflow,work-around for co-socket api's not being available in log_by_lua giving 404 error,lua,2024,web backend
stackoverflow,unity2d trying to make a terrain generator with linerenderer.but the line`s length was wrong(maybe the pointpositon didnot calcaulate correctly?,c#,2024,game
stackoverflow,"""java.com.google.android.gmscore.integ.client.measurement_api_measurement_api.kotlin_module"" this error happens after firebase updated there artifacts",dart,2023,mobile
stackoverflow,is there a language feature like python's `issubclass` to cast instances of system.type to the actual type (to access static methods w/o reflection)?,c#,2025,developer tools
stackoverflow,"title: ""undeclared attribute type error for enum 'screen_location' after rails upgrade from 7.0.1 to 7.1.2""",ruby,2024,web backend
stackoverflow,how can i replicate the gridtoolbarfilterbutton badge animation with gridtoolbarcolumnsbutton using material ui component library?,"typescript, javascript",2025,web frontend
stackoverflow,tried to build an image but i am keep getting this error. i clone many projects from public github and have the same issue,go,2023,developer tools
stackoverflow,hilt dependency injection issue: cannot find symbol 'playerviewmodel_hiltmodules_bindsmodule_binds_lazymapkey‘,kotlin,2025,developer tools
stackoverflow,can an aborted http fetch from a web browser (abortcontroller abort()) be recognized in a go backend app (using the context package)?,"javascript, go",2024,web backend
stackoverflow,i am trying to draw a curve and showing it with a single line . here i face the issue that instead of joining with a single line it shows many,r,2024,developer tools
stackoverflow,"in vue 3, how can i watch changes to the array structure without marking it as `deep` and having every nested level watched?",javascript,2025,web frontend
stackoverflow,"how can i get similar behavior to @isolated on a test class, but where the test methods in said class run concurrently with each other?",java,2025,testing_qa
stackoverflow,[intellij idea plugin development]black screen will disappear while switching between opened pages if an html page was loaded after intellij idea 2022,java,2023,developer tools
stackoverflow,"not getting ""requires explicit use of 'self' to make capture semantics explicit"" errors in xcode, build succeeds when it should fail",swift,2023,developer tools
stackoverflow,i am getting error in spring boot application: description: required a bean of type 'org.springframework.cache.cachemanager' that could not be found,java,2023,web backend
stackoverflow,"survival analysis in r - transform kaplan meier plot to x = continous variable, y = p(survival), colored lines = chosen timepoints",r,2023,data_ai
stackoverflow,msvc bug? - returned inner lambda with non-init-capture of outer lambda's by-ref parameter causes c2131 when outer lambda is passed a plain function,c++,2023,developer tools
stackoverflow,how to add an idispatch com object from c++ app in embedded python that is created in the c++ code as a named object in python and use it,"c++, python",2024,embedded
stackoverflow,how does memorystream operate in spark structured streaming and how should i use it correctly for testing?,scala,2023,testing_qa
stackoverflow,i am able to run app on ios simulator but not in android emulator due to unable to find valid certification path to requested target,dart,2024,mobile
stackoverflow,how to correctly terminate a thread running an opcua server with open62541 so the server shuts down and can be cleaned up properly,c,2023,iot
stackoverflow,error: could not find or load main class worker.org.gradle.process.internal.worker.gradleworkermain after installing firebase in flutter project,java,2024,mobile
stackoverflow,realmerror: permission denied in /users/jasonflax/development/realm-java/realm/realm-library/src/main/cpp/io_realm_internal_ossharedrealm.cpp line 101,kotlin,2023,embedded
stackoverflow,how to launch interactive commands from perl while allowing perl to parse the command output,perl,2023,developer tools
stackoverflow,does the cas operation that writes the same value theoretically have a higher probability of detecting a version change than a pure load?,c++,2025,data_ai
stackoverflow,how do i guarantee the rust compiler that a certain variable will get initialized in a for loop?,rust,2025,developer tools
stackoverflow,can i clean the phrase of the c++ n4928 working draft (regarding mandatory copy-elision during initialization with identical types) like this?,c++,2025,embedded
stackoverflow,"how to fix ""the seed entity for entity type 'menufooditem' cannot be added because no value was provided for the required property 'fooditemid1'.""?",c#,2023,web backend
stackoverflow,how to dynamically render different angular components with unique @input() and @output() bindings using createcomponent()?,"typescript, javascript",2025,web frontend
stackoverflow,"changing element id after animation causes error ""multiple inserted views in matched geometry group pair<string, id>(first: ""b"", second: """,swift,2023,web frontend
stackoverflow,lexernoviablealtexception in nextflow process with perl substitute,perl,2023,data_ai
stackoverflow,snowflake error: 262000 (08006): failed to get a chunk of result sets — what does it mean?,go,2025,data_ai
stackoverflow,"when unique_ptr implements pimpl, assignment in a class declaration also results in: error: invalid application of 'sizeof' to incomplete type '***'",c++,2024,embedded
stackoverflow,how can i simultaneously listen on multiple sets of ports with different routes and control their open/close status in go?,go,2023,web backend
stackoverflow,"uploading an image with the format jpg, jpeg, png, heic to vapor 4. sending a file from an ios application written in swiftui",swift,2024,mobile
stackoverflow,"why isn't the object collected by gc in c# when assigned null and gc.collect() is called, despite a background task referencing it?",c#,2025,data_ai
stackoverflow,error with ktor and exposed with localdate field in postgres (classnotfoundexception: kotlinx.datetime.instant),kotlin,2025,web backend
stackoverflow,go database/sql + godror: no error returned on oracle ora-56735 timeout from long-running query,go,2025,web backend
stackoverflow,issue with cmake-language-server lsp when working with cmake files,lua,2023,developer tools
stackoverflow,why doesn't divsion by zero return an error (using pcall) in lua?,lua,2025,developer tools
stackoverflow,lattice attack against single signature : how to modify the b1 and c1 constants in order to get the script working against smaller leaks?,python,2025,security
stackoverflow,in rust is it possible to use a pseudo random number generator with a seed in a const context?,rust,2025,data_ai
stackoverflow,what would cause this error for asp.net core mvc bot-based requests: `operations that change non-concurrent collections must have exclusive access`?,c#,2023,web backend
stackoverflow,is there a way to rank user-defined conversions between class templates mirror the ranking of conversions of their template arguments?,c++,2025,data_ai
stackoverflow,.net maui ios build fails with firebase v3.x due to missing swift symbols after updating to fix itms-91061 (privacy manifest),swift,2025,mobile
stackoverflow,"in dart/flutter, what's the best way for a wrapper to have the same default values for (some of) its parameters as its child?",dart,2025,mobile
stackoverflow,"when using an uicollectionviewcompositionallayout, is there a way to have a custom size for only certain items in the datasource?",swift,2024,mobile
stackoverflow,how to keep shiny reactive objects from bouncing when a time-consuming function is executed that is slower than the downstream reactivity chain?,r,2024,data_ai
stackoverflow,"r devtools::check() warning: ""the argument of a replacement function which corresponds to the right hand side must be named 'value'.""",r,2024,developer tools
stackoverflow,"java version issue: gradlew build shadowjar: java.lang.illegalargumentexception: unsupported class file major version 63, (using compatible versions)",java,2023,developer tools
stackoverflow,there is no such driver by url https://chromedriver.storage.googleapis.com/latest_release_115.0.5790 error with python webdrivermanager & chrome 115.0,python,2023,testing_qa
stackoverflow,how to calculate the height occupied by a table in a pdf generated by jaspersoft studio using itext 7 or any other libs (java/kotlin)?,"java, kotlin",2025,developer tools
stackoverflow,setting both inputdecoration and inputdecoration.collapsed on textformfield / textfield in flutter,dart,2025,mobile
stackoverflow,"not using side effects, immediately emit state based on condition, then debounce the user input and make a server request for new state",kotlin,2025,web frontend
stackoverflow,dial unix /var/lib/mysql/mysql.sock: connect: no such file or directory; only while connected using database/sql,go,2025,web backend
stackoverflow,is it possible to optionally match paired quotations marks (before and after a string)?,perl,2024,developer tools
stackoverflow,neovim: <leader>pv key mapping not working for :ex command in init.lua,lua,2024,developer tools
stackoverflow,platform-neutral line ending for io.stderr::write,lua,2025,embedded
stackoverflow,"which transferrepresentation should be used for sharing a pdf using sharelink? datarepresentation, filerepresentation, proxyrepresentation, etc?",swift,2023,data_ai
stackoverflow,error cs0234: the type or namespace name 'devices' does not exist in the namespace 'microsoft.visualbasic' (are you missing an assembly reference?),c#,2023,embedded
stackoverflow,how to fix function declarations are not allowed inside blocks in strict mode when targeting 'es3' or 'es5' in a react typescript d3 chart?,typescript,2023,web frontend
stackoverflow,is there a scala 3 specific standard library or is it just inherited from scala 2?,scala,2023,developer tools
stackoverflow,"after switching my app to a new database, i am getting cors request errors, even though none of my code has changed. why would this happen?",go,2024,web backend
stackoverflow,"what is causing the unexpected interaction between the string `eval`, code attributes, and the symbol table?",perl,2023,developer tools
stackoverflow,template resolution in method with a class template parameter is not working when using multiple inheritance in base class. why? how?,c++,2025,developer tools
stackoverflow,"unable to load simple dll module with lua 5.4: ""the specified module could not be found""","c++, c, lua",2023,embedded
stackoverflow,does exist a standardized string table implementation ? is my implementation in c good ? looking to discuss topic,c,2025,embedded
stackoverflow,"when using the angularfiremessaging it doesn't work, and i have the following error: 'hn.messaging is not a function in angular-fire-compat-messaging",javascript,2023,web frontend
stackoverflow,"difference between panic = ""abort"" in cargo.toml profile and ""panic-strategy"": ""abort"" in rust target spec file",rust,2024,embedded
stackoverflow,"after upgrading to rails 7, active record objects no longer show attributes?",ruby,2025,web backend
stackoverflow,how do i get the pixels in an image object that contribute to the pixel in the imageview object at a particular location in the imageview object,java,2025,data_ai
stackoverflow,why does a global statically initialized variable have a different value when debugging? / why is my debugger loading different code to my device?,c,2025,embedded
stackoverflow,problem with adding an interrupt for a custom uart driver for esp32 | isr doesn't get fired when i write to the interrupt enable register,c,2025,embedded
stackoverflow,how can i configure editors to follow go's conventions for indentation with tabs & alignment with spaces?,go,2025,developer tools
stackoverflow,android studio electric eel - the supplied javahome seems to be invalid. tried location: c:\program files\android\android studio\jre\bin\java.exe,java,2023,mobile
stackoverflow,deploying to gcp: unable to prepare context: unable to evaluate symlinks in dockerfile path: lstat /workspace/dockerfile: no such file or directory,python,2024,devops_cloud
stackoverflow,"alias parsing was not enabled. to enable it, pass `aliases: true` to `psych::load` or `psych::safe_load`. (psych::aliasesnotenabled)",ruby,2023,developer tools
stackoverflow,"how can i determine the actual ip address or network interface of the incoming request, when go http server listen on 0.0.0.0?",go,2023,web backend
stackoverflow,"in angular 14, should an abstract base class with constructor dependencies be decorated with `@injectable()` even if it’s never directly injected?",typescript,2025,web frontend
stackoverflow,which services to retain in composer for authenticating with 'sign in with google' button using google's apis client library for php?,php,2023,web backend
stackoverflow,why are these 2 different blocks of javascript code deployed in a shiny app ui section conflicting with each other?,"r, javascript",2025,web frontend
stackoverflow,is it wrong to use a viewmodel in a simple swiftui screen with a list and api call? is there any better approach,swift,2025,mobile
stackoverflow,how to only build a module (and those that list it as a dependency) when it receives code changes? this is a multi-module project,java,2025,developer tools
stackoverflow,"how to bind ""datagridcomboboxcolumn.itemssource"" to enum collections declared in different derived classes displayed by datagrid rows?",c#,2025,web frontend
stackoverflow,"send messages to users via fcm once per day based on their shifting time-of-day preferences without dupes, using redis",go,2023,mobile
stackoverflow,"`fly deploy` fails to deploy rails 7 app with ""missing encryption key to decrypt file with."" when rails master key is present on fly.io",ruby,2023,devops_cloud
stackoverflow,"when state is hoisted in jetpack compose, how is it updating the value in the parent even though nothing is returned to it from the child?",kotlin,2025,mobile
stackoverflow,how to avoid granting pipeaccessrights.createnewinstance to user without namedpipeserverstreamacl.create throwing unauthorizedaccessexception,c#,2024,security
stackoverflow,removing captions in some images using pandoc markdown to latex conversion while keeping them centered,lua,2024,data_ai
stackoverflow,retrieving attribute from a entity collection conditionally,scala,2025,data_ai
stackoverflow,java.lang.noclassdeffounderror: failed resolution of: landroidx/camera/core/impl/utils/aspectratioutil$compareaspectratiosbydistancetotargetratio;,kotlin,2023,mobile
stackoverflow,"when processing a matrix, the c++ code, finding in each of its lines, does not write out a line with the minimum amount, but simply the first line",c++,2024,embedded
stackoverflow,how to modify a pandoc lua filter to handle multiple citekeys separated by semicolons?,lua,2023,developer tools
stackoverflow,there is a problem with the sympy trigsimp function when it is used to simplify an expression involving sums of products of trigonometric functions,python,2025,data_ai
