source_type,language,event_date,label_gpt
github,go,2016,security
github,java,2016,mobile
github,go,2016,other
github,javascript,2016,web frontend
github,go,2016,data_ai
github,typescript,2016,developer tools
github,go,2016,devops_cloud
github,go,2016,devops_cloud
github,swift,2016,mobile
github,javascript,2016,other
github,go,2016,developer tools
github,c++,2016,developer tools
github,c#,2016,other
github,swift,2016,mobile
github,rust,2016,security
github,kotlin,2016,mobile
github,java,2016,mobile
github,c++,2016,security
github,swift,2016,mobile
github,java,2016,mobile
github,c#,2016,game
github,c#,2016,testing_qa
github,swift,2016,mobile
github,java,2016,other
github,swift,2016,mobile
github,swift,2016,mobile
github,swift,2016,mobile
github,javascript,2016,web backend
github,python,2016,data_ai
github,swift,2016,mobile
github,swift,2016,other
github,rust,2016,developer tools
github,java,2016,mobile
github,java,2016,other
github,swift,2016,mobile
github,swift,2016,mobile
github,c#,2016,other
github,java,2016,other
github,kotlin,2016,mobile
github,rust,2016,developer tools
github,python,2016,blockchain
github,swift,2016,web backend
github,kotlin,2016,testing_qa
github,java,2016,other
github,javascript,2016,developer tools
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,java,2016,enterprise
github,kotlin,2016,mobile
github,python,2016,data_ai
github,go,2016,other
github,swift,2016,mobile
github,typescript,2016,web backend
github,kotlin,2016,mobile
github,javascript,2016,developer tools
github,swift,2016,mobile
github,swift,2016,mobile
github,kotlin,2016,mobile
github,javascript,2016,other
github,typescript,2016,web frontend
github,python,2016,data_ai
github,kotlin,2016,mobile
github,swift,2016,mobile
github,c#,2016,mobile
github,go,2016,game
github,java,2016,iot
github,go,2016,web backend
github,rust,2016,developer tools
github,swift,2016,mobile
github,go,2016,developer tools
github,kotlin,2016,mobile
github,java,2016,mobile
github,java,2016,mobile
github,rust,2016,other
github,swift,2016,mobile
github,typescript,2016,web frontend
github,swift,2016,mobile
github,python,2016,developer tools
github,c++,2016,embedded
github,c++,2016,embedded
github,go,2016,other
github,c#,2016,other
github,javascript,2016,web frontend
github,java,2016,mobile
github,c++,2016,developer tools
github,javascript,2016,web frontend
github,swift,2016,mobile
github,typescript,2016,web frontend
github,javascript,2016,mobile
github,go,2016,web backend
github,c#,2016,developer tools
github,kotlin,2016,mobile
github,swift,2016,mobile
github,c#,2016,developer tools
github,python,2016,data_ai
github,javascript,2016,web frontend
github,go,2016,game
github,swift,2016,mobile
github,go,2016,devops_cloud
github,go,2016,developer tools
github,rust,2016,other
github,go,2016,web backend
github,c#,2016,devops_cloud
github,python,2016,data_ai
github,kotlin,2016,mobile
github,typescript,2016,web frontend
github,java,2016,web backend
github,c#,2016,web frontend
github,rust,2016,data_ai
github,typescript,2016,web frontend
github,javascript,2016,web frontend
github,c++,2016,other
github,python,2016,web backend
github,python,2016,security
github,java,2016,mobile
github,java,2016,web backend
github,swift,2016,mobile
github,swift,2016,mobile
github,go,2016,devops_cloud
github,swift,2016,mobile
github,javascript,2016,web frontend
github,go,2016,devops_cloud
github,swift,2016,mobile
github,java,2016,devops_cloud
github,c#,2016,game
github,javascript,2016,developer tools
github,c++,2016,other
github,swift,2016,mobile
github,c#,2016,other
github,java,2016,mobile
github,rust,2016,developer tools
github,swift,2016,mobile
github,javascript,2016,web frontend
github,java,2016,mobile
github,c#,2016,game
github,java,2016,mobile
github,go,2016,other
github,javascript,2016,devops_cloud
github,java,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,python,2016,other
github,swift,2016,mobile
github,rust,2016,devops_cloud
github,c++,2016,other
github,kotlin,2016,mobile
github,c#,2016,game
github,swift,2016,mobile
github,swift,2016,mobile
github,rust,2016,embedded
github,kotlin,2016,mobile
github,java,2016,mobile
github,python,2016,data_ai
github,go,2016,other
github,java,2016,mobile
github,c++,2016,developer tools
github,c++,2016,developer tools
github,java,2016,web frontend
github,c#,2016,developer tools
github,javascript,2016,web frontend
github,c#,2016,other
github,c++,2016,game
github,go,2016,blockchain
github,go,2016,devops_cloud
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,web backend
github,swift,2016,mobile
github,swift,2016,mobile
github,kotlin,2016,other
github,c#,2016,devops_cloud
github,java,2016,mobile
github,swift,2016,mobile
github,kotlin,2016,mobile
github,c#,2016,data_ai
github,javascript,2016,mobile
github,python,2016,other
github,rust,2016,game
github,javascript,2016,other
github,typescript,2016,data_ai
github,java,2016,mobile
github,swift,2016,mobile
github,swift,2016,developer tools
github,swift,2016,mobile
github,go,2016,blockchain
github,c#,2016,devops_cloud
github,go,2016,developer tools
github,go,2016,web backend
github,kotlin,2016,mobile
github,python,2016,developer tools
github,javascript,2016,blockchain
github,swift,2016,mobile
github,c++,2016,game
github,swift,2016,mobile
github,javascript,2016,web frontend
github,swift,2016,mobile
github,c++,2016,game
github,swift,2016,security
github,javascript,2016,mobile
github,c++,2016,embedded
github,kotlin,2016,mobile
github,c++,2016,other
github,python,2016,devops_cloud
github,c++,2016,game
github,c++,2016,data_ai
github,python,2016,data_ai
github,typescript,2016,mobile
github,typescript,2016,web frontend
github,python,2016,data_ai
github,java,2016,mobile
github,java,2016,mobile
github,go,2016,devops_cloud
github,javascript,2016,web frontend
github,kotlin,2016,mobile
github,c++,2016,embedded
github,rust,2016,developer tools
github,java,2016,enterprise
github,go,2016,other
github,swift,2016,mobile
github,typescript,2016,web frontend
github,c++,2016,other
github,c#,2016,other
github,swift,2016,mobile
github,swift,2016,mobile
github,go,2016,web backend
github,swift,2016,mobile
github,java,2016,mobile
github,go,2016,other
github,go,2016,developer tools
github,javascript,2016,testing_qa
github,typescript,2016,developer tools
github,python,2016,data_ai
github,swift,2016,mobile
github,c#,2016,other
github,rust,2016,developer tools
github,typescript,2016,web frontend
github,java,2016,mobile
github,javascript,2016,web frontend
github,swift,2016,mobile
github,rust,2016,developer tools
github,javascript,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,rust,2016,developer tools
github,java,2016,other
github,swift,2016,mobile
github,kotlin,2016,mobile
github,swift,2016,developer tools
github,kotlin,2016,mobile
github,swift,2016,mobile
github,c++,2016,game
github,swift,2016,mobile
github,swift,2016,mobile
github,python,2016,data_ai
github,c++,2016,developer tools
github,swift,2016,mobile
github,typescript,2016,testing_qa
github,c#,2016,other
github,typescript,2016,web frontend
github,kotlin,2016,mobile
github,c++,2016,embedded
github,java,2016,mobile
github,swift,2016,mobile
github,rust,2016,devops_cloud
github,rust,2016,developer tools
github,c#,2016,other
github,go,2016,other
github,typescript,2016,web frontend
github,typescript,2016,web frontend
github,java,2016,mobile
github,c++,2016,data_ai
github,kotlin,2016,data_ai
github,swift,2016,mobile
github,kotlin,2016,mobile
github,rust,2016,web backend
github,python,2016,data_ai
github,c#,2016,web backend
github,javascript,2016,other
github,swift,2016,mobile
github,go,2016,web backend
github,javascript,2016,web frontend
github,kotlin,2016,mobile
github,c++,2016,embedded
github,go,2016,security
github,kotlin,2016,game
github,python,2016,devops_cloud
github,java,2016,security
github,go,2016,embedded
github,java,2016,mobile
github,swift,2016,mobile
github,typescript,2016,web frontend
github,swift,2016,mobile
github,go,2016,other
github,javascript,2016,web frontend
github,java,2016,mobile
github,python,2016,security
github,javascript,2016,other
github,java,2016,mobile
github,javascript,2016,web frontend
github,python,2016,data_ai
github,go,2016,testing_qa
github,javascript,2016,developer tools
github,swift,2016,mobile
github,c#,2016,web backend
github,rust,2016,other
github,java,2016,mobile
github,java,2016,mobile
github,javascript,2016,web frontend
github,typescript,2016,web frontend
github,swift,2016,developer tools
github,go,2016,devops_cloud
github,c#,2016,web backend
github,kotlin,2016,mobile
github,go,2016,devops_cloud
github,rust,2016,developer tools
github,java,2016,mobile
github,swift,2016,mobile
github,javascript,2016,developer tools
github,c++,2016,data_ai
github,typescript,2016,devops_cloud
github,typescript,2016,web frontend
github,swift,2016,mobile
github,swift,2016,mobile
github,swift,2016,mobile
github,rust,2016,game
github,javascript,2016,web frontend
github,c#,2016,other
github,typescript,2016,web frontend
github,swift,2016,mobile
github,swift,2016,mobile
github,python,2016,other
github,swift,2016,developer tools
github,java,2016,mobile
github,rust,2016,other
github,java,2016,mobile
github,c++,2016,embedded
github,swift,2016,mobile
github,rust,2016,data_ai
github,java,2016,mobile
github,javascript,2016,web backend
github,javascript,2016,web backend
github,swift,2016,mobile
github,typescript,2016,web frontend
github,c++,2016,data_ai
github,go,2016,devops_cloud
github,javascript,2016,web frontend
github,swift,2016,mobile
github,swift,2016,mobile
github,c#,2016,other
github,c++,2016,other
github,kotlin,2016,mobile
github,java,2016,other
github,c#,2016,mobile
github,go,2016,developer tools
github,typescript,2016,web frontend
github,typescript,2016,web frontend
github,kotlin,2016,mobile
github,kotlin,2016,mobile
github,go,2016,devops_cloud
github,swift,2016,mobile
github,go,2016,other
github,javascript,2016,developer tools
github,swift,2016,mobile
github,go,2016,devops_cloud
github,typescript,2016,developer tools
github,kotlin,2016,mobile
github,go,2016,other
github,java,2016,mobile
github,python,2016,data_ai
github,javascript,2016,web frontend
github,javascript,2016,web backend
github,java,2016,other
github,c++,2016,game
github,c++,2016,data_ai
github,python,2016,data_ai
github,rust,2016,other
github,python,2016,data_ai
github,go,2016,other
github,rust,2016,web backend
github,c#,2016,other
github,c#,2016,game
github,python,2016,data_ai
github,c++,2016,security
github,kotlin,2016,mobile
github,c++,2016,other
github,java,2016,mobile
github,python,2016,developer tools
github,go,2016,developer tools
github,go,2016,other
github,typescript,2016,web frontend
github,go,2016,developer tools
github,swift,2016,mobile
github,kotlin,2016,mobile
github,typescript,2016,web frontend
github,java,2016,mobile
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,other
github,swift,2016,mobile
github,java,2016,other
github,python,2016,developer tools
github,go,2016,devops_cloud
github,rust,2016,developer tools
github,go,2016,devops_cloud
github,swift,2016,mobile
github,python,2016,data_ai
github,go,2016,developer tools
github,java,2016,mobile
github,javascript,2016,web frontend
github,typescript,2016,other
github,go,2016,devops_cloud
github,python,2016,devops_cloud
github,swift,2016,mobile
github,python,2016,other
github,kotlin,2016,mobile
github,python,2016,data_ai
github,rust,2016,developer tools
github,javascript,2016,other
github,c++,2016,other
github,go,2016,web backend
github,typescript,2016,web frontend
github,go,2016,other
github,go,2016,developer tools
github,kotlin,2016,mobile
github,c++,2016,developer tools
github,javascript,2016,other
github,typescript,2016,developer tools
github,python,2016,blockchain
github,c#,2016,security
github,go,2016,embedded
github,python,2016,data_ai
github,go,2016,devops_cloud
github,go,2016,developer tools
github,python,2016,devops_cloud
github,swift,2016,mobile
github,c#,2016,web backend
github,c++,2016,embedded
github,c#,2016,other
github,swift,2016,mobile
github,rust,2016,game
github,c#,2016,web backend
github,swift,2016,mobile
github,javascript,2016,web frontend
github,rust,2016,developer tools
github,javascript,2016,data_ai
github,swift,2016,mobile
github,go,2016,iot
github,swift,2016,mobile
github,c#,2016,other
github,javascript,2016,mobile
github,swift,2016,mobile
github,typescript,2016,web frontend
github,javascript,2016,web frontend
github,java,2016,mobile
github,java,2016,game
github,rust,2016,security
github,python,2016,data_ai
github,kotlin,2016,mobile
github,kotlin,2016,mobile
github,java,2016,mobile
github,java,2016,mobile
github,kotlin,2016,mobile
github,go,2016,other
github,c++,2016,developer tools
github,c#,2016,game
github,kotlin,2016,mobile
github,java,2016,mobile
github,java,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,c#,2016,game
github,c++,2016,other
github,go,2016,devops_cloud
github,java,2016,mobile
github,c++,2016,other
github,java,2016,mobile
github,java,2016,mobile
github,java,2016,mobile
github,java,2016,mobile
github,kotlin,2016,mobile
github,go,2016,developer tools
github,python,2016,other
github,swift,2016,mobile
github,typescript,2016,other
github,swift,2016,mobile
github,java,2016,web backend
github,typescript,2016,web frontend
github,typescript,2016,other
github,go,2016,other
github,java,2016,mobile
github,swift,2016,mobile
github,c++,2016,other
github,python,2016,data_ai
github,kotlin,2016,mobile
github,c#,2016,enterprise
github,python,2016,security
github,javascript,2016,web frontend
github,go,2016,devops_cloud
github,go,2016,web backend
github,java,2016,other
github,rust,2016,blockchain
github,kotlin,2016,mobile
github,swift,2016,mobile
github,python,2016,data_ai
github,c++,2016,game
github,c++,2016,game
github,go,2016,blockchain
github,c++,2016,developer tools
github,c++,2016,other
github,java,2016,enterprise
github,c++,2016,other
github,c++,2016,other
github,c#,2016,mobile
github,typescript,2016,web backend
github,java,2016,devops_cloud
github,java,2016,web backend
github,java,2016,devops_cloud
github,kotlin,2016,mobile
github,go,2016,devops_cloud
github,go,2016,devops_cloud
github,java,2016,mobile
github,kotlin,2016,mobile
github,javascript,2016,web frontend
github,java,2016,mobile
github,javascript,2016,developer tools
github,rust,2016,developer tools
github,c++,2016,other
github,typescript,2016,testing_qa
github,go,2016,developer tools
github,go,2016,developer tools
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,java,2016,mobile
github,python,2016,other
github,swift,2016,mobile
github,java,2016,enterprise
github,javascript,2016,developer tools
github,go,2016,developer tools
github,java,2016,mobile
github,javascript,2016,web frontend
github,typescript,2016,web frontend
github,c#,2016,game
github,c#,2016,developer tools
github,c++,2016,embedded
github,rust,2016,developer tools
github,javascript,2016,iot
github,rust,2016,other
github,java,2016,mobile
github,typescript,2016,developer tools
github,swift,2016,mobile
github,swift,2016,data_ai
github,c#,2016,blockchain
github,typescript,2016,web frontend
github,javascript,2016,web frontend
github,javascript,2016,web frontend
github,rust,2016,web frontend
github,c++,2016,developer tools
github,typescript,2016,web frontend
github,c++,2016,data_ai
github,c#,2016,developer tools
github,c++,2016,mobile
github,swift,2016,mobile
github,java,2016,other
github,typescript,2016,web frontend
github,python,2016,data_ai
github,javascript,2016,developer tools
github,python,2016,data_ai
github,typescript,2016,blockchain
github,python,2016,data_ai
github,java,2016,developer tools
github,java,2016,other
github,java,2016,mobile
github,c#,2016,developer tools
github,go,2016,developer tools
github,java,2016,mobile
github,go,2016,devops_cloud
github,go,2016,other
github,java,2016,mobile
github,typescript,2016,web frontend
github,swift,2016,mobile
github,java,2016,mobile
github,go,2016,data_ai
github,javascript,2016,web frontend
github,javascript,2016,web frontend
github,c#,2016,other
github,go,2016,developer tools
github,javascript,2016,web frontend
github,swift,2016,mobile
github,python,2016,other
github,typescript,2016,developer tools
github,c#,2016,game
github,kotlin,2016,mobile
github,go,2016,developer tools
github,python,2016,game
github,java,2016,mobile
github,swift,2016,mobile
github,rust,2016,other
github,typescript,2016,developer tools
github,java,2016,mobile
github,java,2016,mobile
github,javascript,2016,mobile
github,typescript,2016,web frontend
github,kotlin,2016,mobile
github,kotlin,2016,developer tools
github,go,2016,data_ai
github,c#,2016,devops_cloud
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,kotlin,2016,mobile
github,go,2016,other
github,swift,2016,mobile
github,typescript,2016,web frontend
github,kotlin,2016,mobile
github,typescript,2016,web frontend
github,kotlin,2016,mobile
github,typescript,2016,web frontend
github,python,2016,other
github,typescript,2016,web backend
github,c++,2016,other
github,java,2016,enterprise
github,java,2016,testing_qa
github,kotlin,2016,mobile
github,swift,2016,other
github,python,2016,iot
github,swift,2016,mobile
github,swift,2016,mobile
github,swift,2016,mobile
github,c#,2016,enterprise
github,go,2016,developer tools
github,typescript,2016,web backend
github,javascript,2016,web frontend
github,typescript,2016,web backend
github,python,2016,data_ai
github,javascript,2016,data_ai
github,javascript,2016,web frontend
github,kotlin,2016,mobile
github,swift,2016,mobile
github,c++,2016,developer tools
github,c#,2016,game
github,typescript,2016,other
github,c++,2016,developer tools
github,c#,2016,other
github,javascript,2016,testing_qa
github,java,2016,mobile
github,go,2016,devops_cloud
github,c#,2016,other
github,c#,2016,web backend
github,java,2016,mobile
github,go,2016,other
github,go,2016,web backend
github,javascript,2016,web frontend
github,kotlin,2016,mobile
github,c++,2016,data_ai
github,typescript,2016,web frontend
github,go,2016,devops_cloud
github,swift,2016,mobile
github,java,2016,mobile
github,kotlin,2016,mobile
github,swift,2016,mobile
github,go,2016,web backend
github,python,2016,developer tools
github,kotlin,2016,mobile
github,c++,2016,other
github,go,2016,data_ai
github,c#,2016,web backend
github,java,2016,mobile
github,kotlin,2016,mobile
github,swift,2016,mobile
github,rust,2016,developer tools
github,java,2016,data_ai
github,c++,2016,data_ai
github,java,2016,other
github,swift,2016,developer tools
github,kotlin,2016,mobile
github,go,2016,developer tools
github,javascript,2016,developer tools
github,rust,2016,developer tools
github,rust,2016,other
github,c++,2016,developer tools
github,javascript,2016,web frontend
github,go,2016,data_ai
github,c#,2016,other
github,kotlin,2016,mobile
github,javascript,2016,web frontend
github,rust,2016,data_ai
github,typescript,2016,web frontend
github,kotlin,2016,mobile
github,kotlin,2016,web backend
github,c++,2016,embedded
github,go,2016,devops_cloud
github,javascript,2016,developer tools
github,java,2016,blockchain
github,java,2016,other
github,kotlin,2016,mobile
github,c#,2016,other
github,c++,2016,developer tools
github,java,2016,game
github,swift,2016,mobile
github,kotlin,2016,mobile
github,python,2016,other
github,c#,2016,other
github,kotlin,2016,mobile
github,javascript,2016,web frontend
github,kotlin,2016,mobile
github,c#,2016,data_ai
github,javascript,2016,developer tools
github,typescript,2016,other
github,javascript,2016,web backend
github,kotlin,2016,mobile
github,typescript,2016,web frontend
github,go,2016,developer tools
github,swift,2016,mobile
github,swift,2016,mobile
github,c++,2016,game
github,c++,2016,embedded
github,c#,2016,other
github,go,2016,other
github,swift,2016,mobile
github,java,2016,other
github,java,2016,mobile
github,javascript,2016,web frontend
github,java,2016,mobile
github,java,2016,mobile
github,c#,2016,web backend
github,c++,2016,other
github,c#,2016,mobile
github,java,2016,mobile
github,swift,2016,mobile
github,swift,2016,mobile
github,rust,2016,web backend
github,swift,2016,mobile
github,swift,2016,mobile
github,go,2016,devops_cloud
github,swift,2016,mobile
github,javascript,2016,web frontend
github,typescript,2016,web frontend
github,swift,2016,mobile
github,kotlin,2016,mobile
github,go,2016,devops_cloud
github,swift,2016,mobile
github,c++,2016,data_ai
github,kotlin,2016,mobile
github,c++,2016,game
github,swift,2016,mobile
github,go,2016,devops_cloud
github,swift,2016,mobile
github,javascript,2016,other
github,python,2016,data_ai
github,go,2016,devops_cloud
github,typescript,2016,developer tools
github,go,2016,developer tools
github,kotlin,2016,developer tools
github,c++,2016,other
github,c#,2016,data_ai
github,python,2016,web backend
github,go,2016,game
github,go,2016,data_ai
github,typescript,2016,developer tools
github,c#,2016,other
github,c#,2016,game
github,c++,2016,embedded
github,c#,2016,game
github,java,2016,mobile
github,swift,2016,testing_qa
github,c++,2016,developer tools
github,go,2016,data_ai
github,c#,2016,game
github,rust,2016,devops_cloud
github,javascript,2016,web frontend
github,swift,2016,mobile
github,javascript,2016,web frontend
github,java,2016,mobile
github,go,2016,devops_cloud
github,go,2016,devops_cloud
github,c#,2016,other
github,typescript,2016,web frontend
github,java,2016,security
github,kotlin,2016,mobile
github,kotlin,2016,mobile
github,swift,2016,mobile
github,kotlin,2016,mobile
github,go,2016,devops_cloud
github,javascript,2016,web frontend
github,typescript,2016,mobile
github,typescript,2016,web frontend
github,c++,2016,game
github,go,2016,developer tools
github,c#,2016,data_ai
github,typescript,2016,mobile
github,java,2016,other
github,python,2016,security
github,javascript,2016,testing_qa
github,kotlin,2016,mobile
github,c++,2016,other
github,c#,2016,game
github,c++,2016,other
github,c#,2016,developer tools
github,python,2016,other
github,java,2016,mobile
github,c++,2016,game
github,swift,2016,developer tools
github,rust,2016,developer tools
github,go,2016,developer tools
github,java,2016,developer tools
github,python,2016,devops_cloud
github,python,2016,data_ai
github,swift,2016,mobile
github,swift,2016,mobile
github,go,2016,other
github,javascript,2016,web frontend
github,swift,2016,mobile
github,c#,2016,blockchain
github,java,2016,enterprise
github,go,2016,devops_cloud
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,other
github,typescript,2016,developer tools
github,kotlin,2016,mobile
github,swift,2016,developer tools
github,kotlin,2016,mobile
github,kotlin,2016,mobile
github,java,2016,mobile
github,javascript,2016,developer tools
github,go,2016,developer tools
github,kotlin,2016,mobile
github,javascript,2016,web frontend
github,java,2016,mobile
github,c#,2016,other
github,javascript,2016,blockchain
github,go,2016,developer tools
github,go,2016,devops_cloud
github,java,2016,mobile
github,kotlin,2016,web backend
github,swift,2016,mobile
github,java,2016,mobile
github,kotlin,2016,mobile
github,c#,2016,game
github,c++,2016,other
github,java,2016,mobile
github,rust,2016,developer tools
github,java,2016,iot
github,javascript,2016,web frontend
github,rust,2016,developer tools
github,c#,2016,game
github,c++,2016,data_ai
github,swift,2016,mobile
github,typescript,2016,data_ai
github,typescript,2016,web frontend
github,javascript,2016,other
github,javascript,2016,web frontend
github,typescript,2016,developer tools
github,swift,2016,mobile
github,java,2016,web backend
github,typescript,2016,web frontend
github,rust,2016,game
github,go,2016,devops_cloud
github,kotlin,2016,mobile
github,kotlin,2016,mobile
github,kotlin,2016,mobile
github,c#,2016,mobile
github,java,2016,mobile
github,go,2016,devops_cloud
github,javascript,2016,developer tools
github,swift,2016,mobile
github,go,2016,blockchain
github,typescript,2016,mobile
github,typescript,2016,developer tools
github,c++,2016,data_ai
github,kotlin,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,go,2016,developer tools
github,java,2016,mobile
github,c#,2016,developer tools
github,swift,2016,mobile
github,swift,2016,mobile
github,java,2016,mobile
github,javascript,2016,web frontend
github,kotlin,2016,mobile
github,go,2016,devops_cloud
github,typescript,2016,data_ai
github,go,2016,other
github,c#,2016,game
github,java,2017,mobile
github,kotlin,2017,mobile
github,python,2017,developer tools
github,swift,2017,mobile
github,swift,2017,mobile
github,java,2017,mobile
github,swift,2017,mobile
github,swift,2017,mobile
github,swift,2017,mobile
github,c++,2017,security
github,kotlin,2017,mobile
github,kotlin,2017,devops_cloud
github,javascript,2017,mobile
github,c#,2017,other
github,java,2017,developer tools
github,c++,2017,mobile
github,c#,2017,other
github,rust,2017,developer tools
github,kotlin,2017,developer tools
github,javascript,2017,web backend
github,c#,2017,other
github,kotlin,2017,mobile
github,java,2017,other
github,kotlin,2017,web frontend
github,swift,2017,developer tools
github,c++,2017,other
github,kotlin,2017,mobile
github,c++,2017,embedded
github,c#,2017,web backend
github,go,2017,other
github,typescript,2017,web frontend
github,java,2017,mobile
github,java,2017,mobile
github,python,2017,other
github,c#,2017,game
github,c#,2017,game
github,kotlin,2017,mobile
github,go,2017,developer tools
github,python,2017,other
github,java,2017,mobile
github,javascript,2017,mobile
github,python,2017,data_ai
github,rust,2017,developer tools
github,c#,2017,iot
github,java,2017,mobile
github,go,2017,other
github,python,2017,developer tools
github,c++,2017,developer tools
github,typescript,2017,web frontend
github,javascript,2017,web frontend
github,c++,2017,embedded
github,c#,2017,other
github,typescript,2017,web frontend
github,java,2017,mobile
github,swift,2017,mobile
github,rust,2017,other
github,typescript,2017,developer tools
github,java,2017,web backend
github,go,2017,other
github,java,2017,mobile
github,javascript,2017,developer tools
github,javascript,2017,web frontend
github,c#,2017,other
github,go,2017,devops_cloud
github,javascript,2017,security
github,javascript,2017,web frontend
github,c#,2017,other
github,c#,2017,developer tools
github,swift,2017,mobile
github,c++,2017,devops_cloud
github,java,2017,mobile
github,swift,2017,mobile
github,kotlin,2017,mobile
github,typescript,2017,web frontend
github,java,2017,mobile
github,java,2017,other
github,javascript,2017,developer tools
github,kotlin,2017,mobile
github,javascript,2017,web backend
github,swift,2017,mobile
github,kotlin,2017,mobile
github,python,2017,devops_cloud
github,go,2017,web backend
github,typescript,2017,web frontend
github,typescript,2017,devops_cloud
github,python,2017,data_ai
github,kotlin,2017,mobile
github,swift,2017,developer tools
github,go,2017,web backend
github,python,2017,data_ai
github,go,2017,developer tools
github,swift,2017,security
github,go,2017,web backend
github,java,2017,mobile
github,c++,2017,developer tools
github,c#,2017,developer tools
github,javascript,2017,web frontend
github,typescript,2017,data_ai
github,python,2017,security
github,c#,2017,game
github,python,2017,data_ai
github,javascript,2017,web frontend
github,c#,2017,game
github,c++,2017,embedded
github,swift,2017,mobile
github,c++,2017,developer tools
github,c#,2017,enterprise
github,kotlin,2017,mobile
github,swift,2017,mobile
github,javascript,2017,developer tools
github,swift,2017,mobile
github,rust,2017,developer tools
github,swift,2017,mobile
github,c++,2017,developer tools
github,go,2017,developer tools
github,typescript,2017,testing_qa
github,kotlin,2017,mobile
github,rust,2017,blockchain
github,c#,2017,web backend
github,typescript,2017,web frontend
github,javascript,2017,data_ai
github,typescript,2017,web frontend
github,typescript,2017,web backend
github,swift,2017,mobile
github,go,2017,other
github,kotlin,2017,mobile
github,kotlin,2017,devops_cloud
github,c++,2017,other
github,java,2017,mobile
github,python,2017,data_ai
github,java,2017,other
github,javascript,2017,web frontend
github,javascript,2017,devops_cloud
github,c#,2017,other
github,java,2017,web backend
github,swift,2017,mobile
github,c#,2017,developer tools
github,go,2017,other
github,typescript,2017,web frontend
github,python,2017,data_ai
github,swift,2017,mobile
github,java,2017,mobile
github,java,2017,web backend
github,swift,2017,mobile
github,go,2017,web backend
github,go,2017,devops_cloud
github,go,2017,web backend
github,python,2017,other
github,go,2017,developer tools
github,typescript,2017,developer tools
github,java,2017,data_ai
github,go,2017,devops_cloud
github,typescript,2017,web frontend
github,c#,2017,devops_cloud
github,swift,2017,mobile
github,c#,2017,other
github,go,2017,developer tools
github,rust,2017,other
github,javascript,2017,web frontend
github,swift,2017,data_ai
github,c++,2017,security
github,rust,2017,other
github,java,2017,security
github,java,2017,enterprise
github,python,2017,security
github,rust,2017,web frontend
github,c++,2017,security
github,java,2017,mobile
github,c#,2017,iot
github,python,2017,data_ai
github,go,2017,other
github,typescript,2017,developer tools
github,java,2017,other
github,java,2017,developer tools
github,javascript,2017,devops_cloud
github,go,2017,mobile
github,javascript,2017,web backend
github,swift,2017,mobile
github,go,2017,other
github,swift,2017,mobile
github,javascript,2017,web backend
github,swift,2017,mobile
github,python,2017,devops_cloud
github,typescript,2017,testing_qa
github,go,2017,developer tools
github,swift,2017,mobile
github,swift,2017,mobile
github,typescript,2017,web frontend
github,java,2017,other
github,go,2017,data_ai
github,rust,2017,other
github,typescript,2017,web frontend
github,typescript,2017,web frontend
github,swift,2017,mobile
github,java,2017,mobile
github,go,2017,devops_cloud
github,swift,2017,mobile
github,typescript,2017,web frontend
github,java,2017,mobile
github,c++,2017,other
github,swift,2017,mobile
github,c#,2017,other
github,javascript,2017,security
github,go,2017,game
github,javascript,2017,developer tools
github,c++,2017,mobile
github,javascript,2017,web frontend
github,swift,2017,mobile
github,kotlin,2017,mobile
github,c#,2017,devops_cloud
github,javascript,2017,web frontend
github,c++,2017,other
github,go,2017,developer tools
github,javascript,2017,developer tools
github,go,2017,devops_cloud
github,kotlin,2017,mobile
github,c++,2017,web frontend
github,swift,2017,mobile
github,swift,2017,mobile
github,c#,2017,other
github,java,2017,enterprise
github,c#,2017,game
github,python,2017,data_ai
github,rust,2017,developer tools
github,go,2017,devops_cloud
github,swift,2017,mobile
github,typescript,2017,web frontend
github,java,2017,devops_cloud
github,typescript,2017,web backend
github,kotlin,2017,other
github,swift,2017,mobile
github,swift,2017,mobile
github,java,2017,mobile
github,typescript,2017,game
github,javascript,2017,devops_cloud
github,java,2017,mobile
github,typescript,2017,other
github,swift,2017,mobile
github,java,2017,web backend
github,typescript,2017,web frontend
github,swift,2017,mobile
github,java,2017,mobile
github,python,2017,security
github,kotlin,2017,other
github,java,2017,web backend
github,java,2017,data_ai
github,c++,2017,developer tools
github,swift,2017,mobile
github,go,2017,devops_cloud
github,python,2017,data_ai
github,typescript,2017,web frontend
github,swift,2017,mobile
github,kotlin,2017,mobile
github,go,2017,developer tools
github,javascript,2017,web frontend
github,java,2017,mobile
github,go,2017,other
github,go,2017,developer tools
github,python,2017,data_ai
github,typescript,2017,web frontend
github,swift,2017,mobile
github,go,2017,developer tools
github,java,2017,mobile
