title,company,location,description,it_subfield,job_url,date_posted
AI (LLM) Specialist Backend Developer,Công Ty Cổ Phần Open Reach Tech Hà Nội,,"#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Nhân viên
	+ Hạn nộp
	
	
	31/01/2026
	+ Số lượng cần tuyển
	
	
	1 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Từ 2 đến 10 năm
	+ Bằng cấp
	
	
	Đại học
	+ Nơi làm việc
	
	
	Hà Nội
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm
#### **Mô tả công việc**


**CHI TIẾT CÔNG VIỆC**  

* improve our own AI(LLM) workflow template system
* suggest and improve UI/UX of AI workflow system
* build AI tools ( function calls) and MCP server
* improve architecture to make our template scalable


**Desirable**  

* Experience of Vector Database
* Experience or skill of Business analyst

open reach tech hà nội là công ty Cổ phần đang hoạt động lĩnh vực IT Phần mềm tại Hà Nội. Hiện tại chúng tôi đang cần tuyển vị trị trí ""AI (LLM) Specialist Backend Developer"" với các kỹ năng như API, BSE, Node.js. Bạn sẽ được hưởng các chế độ phúc lợi như Tăng lương, Team Building khi làm việc tại open reach tech hà nội.
Xem thêm
#### **Quyền lợi được hưởng**


Tăng lương Team Building Thưởng Tháng 13 Văn Hóa Công Ty Tốt
#### **Từ khóa**


Application Engineer Backend Developer Business Analyst (BA) Developer
#### **Kỹ năng**


API BSE Node.js Python Solution Design",AI_Data_Science,https://www.glassdoor.com/job-listing/j?jl=1009965460441,2025-12-12
[Full-Remote] Senior NodeJS/JavaScript/PHP Developer,Công ty TNHH Vision Quest Danang,,"#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Nhân viên
	+ Hạn nộp
	
	
	27/01/2026
	+ Số lượng cần tuyển
	
	
	1 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Từ 4 đến 5 năm
	+ Bằng cấp
	
	
	Cao đẳng
	+ Nơi làm việc
	
	
	TPHCM, Hà Nội, Đà Nẵng
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm
#### **Mô tả công việc**


**JOB DESCRIPTION**
* **Type: Full remote work, working from home**
* **Working hours: 8:00 AM \- 5:00 PM (including a 1\-hour lunch break)**
* Participate in projects for Japanese client and work under the assignment of Japanese client
* Engage in phases such as requirements understanding, design, function development, operate, and maintain:
	+ Design, develop, operate, and maintain CRM/SFA systems.
	+ Design, develop, operate, and maintain CTI systems.
	+ Design, develop, operate, and maintain web crawling, full\-text search engines.
	+ Design, develop, operate, and maintain various data analytics.
	+ Design, develop, operate, and maintain LLM and various AI models

**SKILL**
* **Requirements:**
	+ Engineer with at least 4 years of experience working with: NodeJS/Javascript/PHP.
	+ Knowledge and experience in Linux, network, database, VoIP, infra.
	+ Experience working with Git, GitLab.
	+ Ability to communicate in English.
* **Nice to have:**
	+ Experience with the latest ECMAScript, Perl, Rust, Wasm, the latest C\+\+ is a plus.
	+ Understanding Asterisk, Python is a plus.
	+ Understanding and experience in AI, machine learning, CG\-related technologies is a plus.
	+ Eagerness to learn and determination in self\-development.
* **It is not necessary to possess all the skills and languages listed. We value a strong desire for learning and the ability to self\-learn and develop your skills.**
* **Equipment requirements:**
	+ Must have a computer and microphone at home to meet job requirements.
* **Application:**
	+ Please submit your CV by English

**BENEFIT**
* **Salary**
	+ 25\-30M Gross, negotiable subjects to applicant’s skills.
* **Benefits**
	+ Holiday bonuses (Vietnamese Reunification Day, International Labor Day, National Day, New Year's Day)
	+ The 13th\-month salary bonus
	+ Annual salary review
	+ Insurance according to government regulations
	+ Birthday, funeral, and wedding anniversary benefits
	+ Full remote work policy
	+ 12 days of annual leave per year
vision quest danang là công ty Trách nhiệm hữu hạn đang hoạt động lĩnh vực IT Phần mềm tại Đà Nẵng. Hiện tại chúng tôi đang cần tuyển vị trị trí ""\[Full\-Remote] Senior NodeJS/JavaScript/PHP Developer"" với các kỹ năng như Javascript, Node.js, PHP. Bạn sẽ được hưởng các chế độ phúc lợi như Phụ Cấp, Team Building khi làm việc tại vision quest danang.
Xem thêm
#### **Quyền lợi được hưởng**


Phụ Cấp Team Building Thưởng Tháng 13
#### **Từ khóa**


Senior Developer Lập Trình PHP Developer System Engineer Software
#### **Kỹ năng**


Javascript Node.js PHP Linux Network",AI_Data_Science,https://www.glassdoor.com/job-listing/j?jl=1009965488591,2025-12-12
Thực tập sinh/ Học việc Kỹ sư Học máy,Công ty TNHH EOV SOLUTIONS,,"#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Thực tập sinh
	+ Hạn nộp
	
	
	31/01/2026
	+ Số lượng cần tuyển
	
	
	2 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Không yêu cầu kinh nghiệm
	+ Bằng cấp
	
	
	Không yêu cầu
	+ Nơi làm việc
	
	
	Hà Nội
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm ; Kiến trúc/ Thiết kế \- Kỹ sư (Engineer) ; Khoa học tự nhiên \- Khoa học
#### **Mô tả công việc**


**CHI TIẾT CÔNG VIỆC**  

**(1\) Nghiên cứu \& khảo sát mô hình:**
* Tổng hợp các paper, repo, phương pháp dự báo nhu cầu: ARIMA, LSTM, Transformer, Temporal Convolution Network (TCN), ...
* Đề xuất và triển khai thử nghiệm mô hình phù hợp với dữ liệu tiêu thụ.

**(2\) Chuẩn bị \& xử lý dữ liệu:**
* Làm sạch, chuẩn hóa dữ liệu tiêu thụ nước.
* Xây dựng pipeline dữ liệu phục vụ huấn luyện mô hình.

**(3\) Huấn luyện \& báo cáo kết quả:**
* Thử nghiệm mô hình dự báo, so sánh hiệu năng (MAE, RMSE, R).
* Ghi nhận kết quả, viết báo cáo kỹ thuật mô tả quy trình và kết quả thử nghiệm.
Công ty cổ phần công nghệ Thông tin địa lý eK (eKGIS) là hệ sinh thái bao gồm một số sản phẩm/dịch vụ phần mềm giải quyết những bài toán như GIS/MAP; DMS; CMMS….được thành lập năm 2009\. Trong đó, Công ty giải pháp Tiếp thị địa lý Việt Nam (VGM) ra đời năm 2023 là thành viên của eKGIS, đồng thời là đơn vị tiên phong trong ứng dụng Tiếp thị địa lý tại Việt Nam, tập trung phát triển các công cụ và dữ liệu thị trường liên quan đến không gian địa lý, phục vụ cho mục đích tối ưu hoạt động kinh doanh v Công ty cổ phần công nghệ Thông tin địa lý eK (eKGIS) là hệ sinh thái bao gồm một số sản phẩm/dịch vụ phần mềm giải quyết những bài toán như GIS/MAP; DMS; CMMS….được thành lập nămTrong đó, Công ty giải pháp Tiếp thị địa lý Việt Nam (VGM) ra đời nămlà thành viên của eKGIS, đồng thời là đơn vị tiên phong trong ứng dụng Tiếp thị địa lý tại Việt Nam, tập trung phát triển các công cụ và dữ liệu thị trường liên quan đến không gian địa lý, phục vụ cho mục đích tối ưu hoạt động kinh doanh v
Xem thêm
#### **Quyền lợi được hưởng**


Cơ Hội Phát Triển Cơ Hội Thăng Tiến Môi Trường Chuyên Nghiệp Phúc lợi cao đào tạo nội bộ
#### **Từ khóa**


CNTT khác Developer Khoa Học Máy Tính Python Developer SQL Developer
#### **Kỹ năng**


AI Nghiên Cứu Phân Tích Python Xử Lý Số Liệu",AI_Data_Science,https://www.glassdoor.com/job-listing/j?jl=1009965460507,2025-12-12
Backend Engineer,Castalk,,"#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Nhân viên
	+ Hạn nộp
	
	
	06/01/2026
	+ Số lượng cần tuyển
	
	
	1 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Từ 2 đến 3 năm
	+ Bằng cấp
	
	
	Đại học
	+ Nơi làm việc
	
	
	Hà Nội
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm
#### **Mô tả công việc**


**NỘI DUNG CÔNG VIỆC**
* Design, develop, and maintain highly\-scalable and reliable web applications to meet our business needs.
* Collaborate with the product team to translate end\-user requirements into efficient and practical technical solutions.
* Integrate the front\-end UI with the constructed APIs.
* Implement security and data protection measures.
* Design and deploy microservices on AWS using Docker and Kubernetes.
* Utilize RabbitMQ and job\-worker architecture for efficient data handling and task distribution.
* Implement real\-time functionality using WebSockets.
* Develop and implement audio and video pre\-processing techniques.
* Utilize Redis for caching, queuing, and enhancing performance.
* Manage and optimize database systems for performance, reliability, and data integrity.
* Write clean, maintainable, and efficient programming code.

**YÊU CẦU**
* Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field from Top Universities
* Proven experience as a Backend Developer with a focus on **Python Django, AWS deployment.**
* Proficiency in server\-side languages like **Python**
* Experience with **Docker and Kubernetes** for containerization and orchestration.
* Deep understanding of **AWS deployment** and other AWS services.
* Expertise with **RabbitMQ** and job\-worker architecture.
* Experience with **audio and video pre\-processing**.
* Practical experience with **WebSockets**.
* Familiarity with **Redis** for caching and queueing.
* Understanding the AI model and building API to be compatible with the AI model

**QUYỀN LỢI**
* Working hours: 9:00 \- 17:00 (5 days per week); Breaking time: 12:00\-13:00
* Salary: Open to Negotiate
* 100% Offered Salary in probation time
* Modern working equipment (Macbook,...)
* Salary Review: 2 times/year based on employee's performance and contribution;
* Well\-equipped with insurance package as stated by Labor code
* Premium PVI Health Insurance Package for all members
* Transportation allowance and free parking included.
* Technical seminars and workshops annually.
* Free snack, coffee, tea available.
* Variety of corporate events: weekly tea\-break, monthly birthday parties, quarterly team building to New Year party, company trip etc.
* Friendly, open and fast\-paced environment where every idea is welcomed.
* Other benefits as per stated in Vietnamese Labor Law
castalk là công ty Cá nhân đang hoạt động lĩnh vực IT Phần mềm tại Hà Nội. Hiện tại chúng tôi đang cần tuyển vị trị trí ""Backend Engineer"" với các kỹ năng như Python, Django, AWS. Bạn sẽ được hưởng các chế độ phúc lợi như Phụ Cấp, Team Building khi làm việc tại castalk.
Xem thêm
#### **Quyền lợi được hưởng**


Phụ Cấp Team Building Thưởng Tháng 13
#### **Từ khóa**


Backend Developer Developer Python Developer Cloud Engineer Software
#### **Kỹ năng**


Python Django AWS Docker SQL",AI_Data_Science,https://www.glassdoor.com/job-listing/j?jl=1009965488544,2025-12-12
Kỹ Sư Kiểm Thử Tự Động Hóa,Công nghệ mạng Lancs Việt Nam,,,AI_Data_Science,https://www.glassdoor.com/job-listing/j?jl=1009950029487,2025-11-27
"Back End Python Developer (Python, AWS)",LG CNS Việt Nam,"Hà Nội, HN, VN","**Top 3 reasons to join us**
----------------------------


* Salary and bonus based on ability
* Young and fun working environment
* Opportunities to study and work abroad.
**Job description**
-------------------



LG CNS is a leading IT service provider, delivering innovative solutions in AI, cloud computing, big data, and smart factory automation. Our Vietnam Build Center is expanding, and we are looking for talented Python Developers to join our growing team.  

* Develop, optimize, and maintain scalable Python applications.
* Collaborate with cross\-functional teams to design, develop, and deploy software solutions.
* Write clean, efficient, and well\-documented code following best practices.
* Debug and troubleshoot issues to ensure application stability and performance.
* Work with databases, APIs, and third\-party libraries to build robust applications.
* Participate in code reviews, design discussions, and Agile development processes.


**Your skills and experience**
------------------------------



\[Required]* 3\+ years of experience in Python development.
* Bachelor's degree
* Proficiency in Python frameworks such as Fast API
* Experience in working with ORM such as SlqAlchemy, JPA
* Experience working with DB Configuration Management such as Alembic, Flyway
* Experience in debugging in Kubernetes, Docker/Container, Cloud (AWS) environment
* Experience in AWS Cognito/AWS S3/AWS SES/AWS Lambda
* Strong problem\-solving and analytical skills.
* Good communication skills and the ability to work in a team environment.

  

\[Preferred]* Experience with Resource optimization
* Experience in solving complex problems with Application and Cloud resource
* Experience in Digital Marketing domain

 **Opportunity*** Attractive salary and bonus will be discussed after going through CV \& Interview
* Topik allowance
* Review capacity annually and adjust salary increases according to work performance.
* Health care: Premium health insurance, Annual health check\-up
* Young working environment
* Good career development opportunities with interesting and challenging projects.
* English, Korean, technical, soft skills training courses.
* Opportunity to learn special courses from LG CNS, new technology and security.
* Gifts on holidays (April 30th \- May 1st, September 2nd, Tet, etc.)
* Outdoor activities with company support: sports clubs, team building, happy hour parties, birthdays, travel, employee and family events, etc.
* Working hours: 8 hours from Monday \- Friday (8 hours/day)

 **Location*** Onsite 15th Floor, Keangnam Landmark 72, Me Tri, Nam Tu Liem, Hanoi


**Why you'll love working here**
--------------------------------


* **Best remuneration**: Periodically review and adjust salary once a year, PI bonus twice a. Allowances for lunch, transportation, and phone charges. Party with the team once a. Workshop travel for the whole company once a year. Bonuses/Gifts for holidays, International Labor Day, International Women's Day, etc.
* **High\-class, modern office**: 5\-star standard office with modern equipment, large rest and entertainment areas (game area, karaoke room, reading room, cafe counter, snack bar, etc.) Meet all members' needs, especially the office has an airy and beautiful view that is among the most beautiful in Hanoi.
* **Top equipment**: Each employee is equipped with the latest generation LG Gram laptop and modern large LG screen.
* **Best working time**: Work 8 hours/day (8:00 \~ 17:00\), from Monday to Friday. No pressure to work overtime/weekends!
* **Flexible, youthful working style**: LG CNS Vietnam members are mostly from the 9\-10x generation, with a youthful, modern, and fair working style!
* **Creative environment, valuing individual opinions**: With a young and talented team, we always appreciate the creativity and suggestions that members make.
* **Opportunities to work/study in Korea and abroad**: With customers and projects mostly from abroad, your opportunities for training and onsite abroad will always be open!
* **Other**: Happy hours every Friday, Team outing monthly, join clubs like football, badminton, etc...",AI_Data_Science,https://vn.indeed.com/viewjob?jk=c1acb92646a74ec6,2025-12-24
Lập trình viên Backend Geo Platform API (FastAPI / PostGIS) - Nhận việc ngay,công nghệ Mobiwork Việt Nam,"Hà Nội, HN, VN","CHI TIẾT CÔNG VIỆC
  
* Thiết kế và phát triển hệ thống RESTful API phục vụ bản đồ, POI, tuyến đường, người dùng và sự kiện.
* Xây dựng kiến trúc microservice: map\-api, poi\-api, route\-api, event\-api, user\-api.
* Thiết kế và tối ưu database PostGIS (spatial index, routing, caching).
* Tích hợp các công cụ Redis, Kafka hoặc ClickHouse để xử lý realtime analytics.
* Viết tài liệu OpenAPI / Swagger và thiết lập xác thực JWT / API key.
* Làm việc cùng frontend SDK và mobile team để thống nhất spec API.


**Yêu cầu công việc:**  

* Thành thạo Python (FastAPI / Flask) , PostgreSQL \+ PostGIS , SQLAlchemy .
* Có hiểu biết về RESTful API , OpenAPI , JWT , OAuth2 .
* Có kinh nghiệm với Geo data , routing , hoặc map tile service là lợi thế.
* Biết sử dụng Docker , Kubernetes (K3s) là điểm cộng lớn.
* Ưu tiên có kinh nghiệm với Mapbox / MapLibre / GeoServer / Martin .
* Tốt nghiệp hoặc đang theo học năm cuối tại các trường cao đẳng, đại học, các đơn vị đào tạo về CNTT, Toán Tin, Công nghệ phần mềm.
* Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành
* Có khả năng làm việc độc lập và theo nhóm
* Là người sáng tạo, cẩn thận, ham học hỏi, có trách nhiệm và khát vọng thăng tiến trong công việc, yêu thích và đam mê phát triển sản phẩm


**Quyền lợi:**  

* Tham gia xây dựng nền tảng bản đồ \- Map Platform
* Làm việc trong môi trường startup công nghệ, sáng tạo, ứng dụng AI và bản đồ số.
* Mức lương hấp dẫn, cạnh tranh theo năng lực
* Được tăng lương 1 lần/năm
* Công ty đóng 100% BHXH, BHYT, BHTN theo quy định
* Được hưởng các chính sách đãi ngộ xứng đáng
* Được hưởng kỳ nghỉ mát hàng năm và các hoạt động tham quan dã ngoại khác
* Môi trường làm việc năng động, tạo cơ hội cho nhân viên thỏa sức sáng tạo và phát triển bản thân
* Cơ hội thăng tiến lên làm các leader, trưởng phó phòng,....


**Địa điểm làm việc:** Hà Nội
  
**Lương:** 15000K \- 17000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
  

**Yêu cầu:**  

**Quyền lợi:** Môi Trường Chuyên Nghiệp, Nghỉ Phép Năm, Phép Thai Sản, Phụ cấp giữ xe, Thưởng Lễ\-Tết, Thưởng Tháng 13
  
**Hạn nộp:** 2026\-01\-31
  
**Kinh nghiệm:** 1 \- 2 năm
  
**Bằng cấp:** Đại học
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm \- Backend Developer, Developer, Python Developer , Software, Web Developer
  
**Kỹ năng:** API, Docker, Javascript, Python, SQL
  
**Số lượng cần tuyển:** 1
  
**Giới tính:** Không yêu cầu",AI_Data_Science,https://vn.indeed.com/viewjob?jk=cc46591a7ab30c24,2025-12-20
Lập trình viên Backend Geo Platform API (FastAPI / PostGIS),Công ty Cổ phần Công nghệ Mobiwork Việt Nam,"Hà Nội, HN, VN","#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Nhân viên
	+ Hạn nộp
	
	
	31/01/2026
	+ Số lượng cần tuyển
	
	
	1 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Từ 1 đến 2 năm
	+ Bằng cấp
	
	
	Đại học
	+ Nơi làm việc
	
	
	Hà Nội
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm
#### **Mô tả công việc**


**CHI TIẾT CÔNG VIỆC**  

* Thiết kế và phát triển hệ thống RESTful API phục vụ bản đồ, POI, tuyến đường, người dùng và sự kiện.
* Xây dựng kiến trúc microservice: map\-api, poi\-api, route\-api, event\-api, user\-api.
* Thiết kế và tối ưu database PostGIS (spatial index, routing, caching).
* Tích hợp các công cụ Redis, Kafka hoặc ClickHouse để xử lý realtime analytics.
* Viết tài liệu OpenAPI / Swagger và thiết lập xác thực JWT / API key.
* Làm việc cùng frontend SDK và mobile team để thống nhất spec API.


  

**Yêu cầu công việc:**  

* Thành thạo **Python (FastAPI / Flask)**, **PostgreSQL \+ PostGIS**, **SQLAlchemy**.
* Có hiểu biết về **RESTful API**, **OpenAPI**, **JWT**, **OAuth2**.
* Có kinh nghiệm với **Geo data**, **routing**, hoặc **map tile service** là lợi thế.
* Biết sử dụng **Docker**, **Kubernetes (K3s)** là điểm cộng lớn.
* Ưu tiên có kinh nghiệm với **Mapbox / MapLibre / GeoServer / Martin**.
* Tốt nghiệp hoặc đang theo học năm cuối tại các trường cao đẳng, đại học, các đơn vị đào tạo về CNTT, Toán Tin, Công nghệ phần mềm.
* Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành
* Có khả năng làm việc độc lập và theo nhóm
* Là người sáng tạo, cẩn thận, ham học hỏi, có trách nhiệm và khát vọng thăng tiến trong công việc, yêu thích và đam mê phát triển sản phẩm


  

**Quyền lợi:**  

\- Tham gia xây dựng nền tảng bản đồ \- Map Platform  

* Làm việc trong môi trường startup công nghệ, sáng tạo, ứng dụng AI và bản đồ số.
* Mức lương hấp dẫn, cạnh tranh theo năng lực
* Được tăng lương 1 lần/năm
* Công ty đóng 100% BHXH, BHYT, BHTN theo quy định
* Được hưởng các chính sách đãi ngộ xứng đáng
* Được hưởng kỳ nghỉ mát hàng năm và các hoạt động tham quan dã ngoại khác
* Môi trường làm việc năng động, tạo cơ hội cho nhân viên thỏa sức sáng tạo và phát triển bản thân
* Cơ hội thăng tiến lên làm các leader, trưởng phó phòng,....

Công ty Cổ phần Công nghệ Mobiwork Việt Nam, thành lập năm 2015, chuyên cung cấp các giải pháp phần mềm số hóa quản trị doanh nghiệp đa ngành, đa lĩnh vực. Với phương châm MAKE WORK BRILLIANT \- Chuyên sâu để Sáng tạo, phát triển các sản phẩm xuất sắc, vượt trội, đội ngũ Mobiwork luôn lấy sự hài lòng \& thành công của khách hàng làm kim chỉ nam để phát triển các giải pháp công nghệ đổi mới sáng tạo, đồng thời góp phần vào quá trình chuyển đổi số quốc gia và thúc đẩy sự phát triển chung của toàn xã hội. Hoạt động chính trong lĩnh vực là Công nghệ thông tin, sau 8 năm thành lập, Mobiwork Việt Nam đã và đang thực hiện những bước chuyển mình lớn với 2 công ty con gồm: Công ty TNHH Công nghệ FastWork Việt Nam, 1 trong các đơn vị đi đầu cung cấp nền tảng quản trị doanh nghiệp tổng thể, phục vụ nhu cầu số hóa điều hành doanh nghiệp và nghiên cứu phát triển các giải pháp phục vụ số hóa chuyên sâu theo từng lĩnh vực. Công ty Mobiwork Digital, được thành lập với tầm nhìn từng bước trở thành đơn vị tư vấn và triển khai các giải pháp chuyển đổi số uy tín, tin cậy cho các đối tác là tổ chức, doanh nghiệp Việt Nam. MobiWork Việt Nam vẫn luôn kiên định với hoài bão kinh doanh và tinh thần khởi nghiệp như thuở ban đầu. Tại Mobiwork, chúng tôi tin tưởng vào triết lý mọi nhân viên \- mọi tổ chức đều xuất sắc. Công nghệ đúng đắn sẽ tạo ra những bước tiến vượt bậc cho mọi doanh nghiệp và kiến tạo thành công cho mọi tổ chức, xây dựng môi trường làm việc hạnh phúc cho nhân viên. Công ty Cổ phần Công nghệ Mobiwork Việt Nam, thành lập năm 2015, chuyên cung cấp các giải pháp phần mềm số hóa quản trị doanh nghiệp đa ngành, đa lĩnh vực. Với phương châm MAKE WORK BRILLIANT \- Chuyên sâu để Sáng tạo, phát triển các sản phẩm xuất sắc, vượt trội, đội ngũ Mobiwork luôn lấy sự hài lòng \& thành công của khách hàng làm kim chỉ nam để phát triển các giải pháp công nghệ đổi mới sáng tạo, đồng thời góp phần vào quá trình chuyển đổi số quốc gia và thúc đẩy sự phát triển chung của toàn xã hội. Hoạt động chính trong lĩnh vực là Công nghệ thông tin, sau 8 năm thành lập, Mobiwork Việt Nam đã và đang thực hiện những bước chuyển mình lớn với 2 công ty con gồm: Công ty TNHH Công nghệ FastWork Việt Nam, 1 trong các đơn vị đi đầu cung cấp nền tảng quản trị doanh nghiệp tổng thể, phục vụ nhu cầu số hóa điều hành doanh nghiệp và nghiên cứu phát triển các giải pháp phục vụ số hóa chuyên sâu theo từng lĩnh vực. Công ty Mobiwork Digital, được thành lập với tầm nhìn từng bước trở thành đơn vị tư vấn và triển khai các giải pháp chuyển đổi số uy tín, tin cậy cho các đối tác là tổ chức, doanh nghiệp Việt Nam. MobiWork Việt Nam vẫn luôn kiên định với hoài bão kinh doanh và tinh thần khởi nghiệp như thuở ban đầu. Tại Mobiwork, chúng tôi tin tưởng vào triết lý mọi nhân viên \- mọi tổ chức đều xuất sắc. Công nghệ đúng đắn sẽ tạo ra những bước tiến vượt bậc cho mọi doanh nghiệp và kiến tạo thành công cho mọi tổ chức, xây dựng môi trường làm việc hạnh phúc cho nhân viên.
Xem thêm
#### **Quyền lợi được hưởng**


Môi Trường Chuyên Nghiệp Nghỉ Phép Năm Phép Thai Sản Phụ cấp giữ xe Thưởng Lễ\-Tết Thưởng Tháng 13
#### **Từ khóa**


Backend Developer Developer Python Developer Software Web Developer
#### **Kỹ năng**


API Docker Javascript Python SQL",AI_Data_Science,https://vn.indeed.com/viewjob?jk=bc5e4a5bbee4ade7,2025-12-19
AI Engineer - Cơ hội hấp dẫn,Giải Pháp Thanh Toán Việt Nam,"Hà Nội, HN, VN","**Giới thiệu:**  

Công ty Cổ phần Giải pháp Thanh Toán Việt Nam (VNPAY) thành lập tháng 3/2007 là công ty hàng đầu trong lĩnh vực thanh toán điện tử tại Việt Nam. Hơn 10 năm kinh nghiệm trong lĩnh vực thanh toán điện tử với ngành kinh doanh cốt lõi là Tài chính \- Ngân hàngLà công ty cung cấp dịch vụ thanh toán điện tử cho hơn ngân hàng, công ty viễn thông và hơn ...
  
* Nghiên cứu và phát triển các nền tảng liên quan tới các bài toán fraud detection, recommendation engine, …
* Tham gia phân tích, thiết kế, phát triển các ứng dụng theo yêu cầu của công ty;
* Phối hợp hỗ trợ với các bộ phận khác để triển khai hệ thống cho khách hàng;
* Báo cáo công việc định kỳ cho trưởng nhóm;
* Công việc sẽ được trao đổi cụ thể hơn trong quá trình phỏng vấn.


**Địa điểm làm việc:** Hà Nội
  
**Lương:** 13000K \- 23000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
**Yêu cầu:** CV
  
**Quyền lợi:** Chế độ bảo hiểm, Thưởng doanh thu, Môi Trường Chuyên Nghiệp, Phụ Cấp
  
**Hạn nộp:** 2026\-01\-16
  
**Kinh nghiệm:** 1 \- 2 năm
  
**Bằng cấp:** Đại học
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm \- Developer, Engineer, CNTT khác, Software, Khoa Học Máy Tính
  
**Kỹ năng:** Python, Phân tích Dữ liệu, C\+\+, Nghiên Cứu, Phân Tích
  
**Số lượng cần tuyển:** 1
  
**Giới tính:** Không yêu cầu",AI_Data_Science,https://vn.indeed.com/viewjob?jk=c59101a6a1da00af,2025-12-17
Intern Python Dev,công ty cổ phần đầu tư finpros,"Hà Nội, HN, VN","**Mô tả công việc:**


(Mức lương: 3 \- 10 triệu VNĐ)
Chúng tôi tìm kiếm một Developer có tư duy hệ thống và hiểu biết Python, tham gia vào quá trình thiết kế \- mã hóa \- tự động hóa quy trình nghiên cứu và triển khai mô hình (research production):


* Phát triển và module hóa các quy trình trong hệ thống research và tạo alpha, đảm bảo tính tự động, có thể tái sử dụng và bảo mật.
* Hỗ trợ xây dựng và duy trì các module phục vụ đội ngũ researcher.
* Tham gia thiết kế kiến trúc tổng thể cho hệ thống nghiên cứu định lượng và trading backend.

**Chức vụ:** Thực Tập Sinh

**Hình thức làm việc:** Toàn thời gian

**Quyền lợi được hưởng:**

**Quyền lợi**


* Mức lương cạnh tranh theo năng lực. (có thể thỏa thuận)
* Môi trường làm việc năng động chuyên nghiệp, tiếp xúc trực tiếp với **trading system, high\-performance computing, big data**.
* Cơ hội học hỏi và phát triển kỹ năng trong lĩnh vực **quantitative trading** và **AI/ML infrastructure**.
* Được làm việc với hệ thống trading, high\-performance.
* Có cơ hộ lên nhân viên chính thức.
* Du lịch hàng năm, trợ cấp ăn ca

**Yêu cầu bằng cấp (tối thiểu):** Đại Học

**Yêu cầu công việc:**

**Bắt buộc**


* Kinh nghiệm làm việc với **Linux systems**.
* **Hiểu biết, kinh nghiệm lập trình Python sử dụng các thư viện như Pandas, Numpy, …**
* Kiến thức cơ bản về database PostgreSQL, hệ thống lưu trữ phân tán HDFS.


**Ưu tiên**


* Có kiến thức **big data frameworks** (Spark, Hadoop…).
* Có kiến thức về **CI/CD, containerization (Docker, Kubernetes)**.
* Yêu thích và sẵn sàng làm các công việc liên quan đến phần cứng, server, thiết bị.

**Yêu cầu giới tính:** Nữ

**Ngành nghề:** Fintech,Lập Trình \- Phát Triển Phần Mềm,Quản Lý Sản Phẩm IT


  

Đại Học
  

Không yêu cầu",AI_Data_Science,https://vn.indeed.com/viewjob?jk=a57fa30fdbfbd75c,2025-12-15
